X,river,site,year_from,year_to,year1_channel_area_m2,year2_channel_area_m2,deposition_area,erosion_area,net_change,year1_channel_length_m,year2_channel_length_m,year1_sdi,year2_sdi,sdi_change,year1_complexity,year2_complexity,complexity_change,year1_sinuosity,year2_sinuosity,sinuosity_change,year1_accum_area,year2_accum_area,year1_piece_count,year2_piece_count,year1_piece_channel_ratio,year1_piece_outside_ratio,year1_piece_inside_ratio,year1_piece_middle_ratio,year1_piece_island_ratio,year1_piece_spanning_ratio,year2_piece_channel_ratio,year2_piece_outside_ratio,year2_piece_inside_ratio,year2_piece_middle_ratio,year2_piece_island_ratio,year1_accum_area_ratio,year1_accum_outside_ratio,year1_accum_inside_ratio,year1_accum_middle_ratio,year1_accum_island_ratio,year1_accum_spanning_ratio,year2_accum_area_ratio,year2_accum_outside_ratio,year2_accum_inside_ratio,year2_accum_middle_ratio,year2_accum_island_ratio,river_site
6,Rock_WA_2,LW_Channel,2017,2019,53101.96319,59348.02559,5604.859756,11850.92235,-6246.062597,2438.868787,2306.460154,5.014467244,4.432249679,-0.582217565,1.679564102,1.659534673,-0.020029429,2.961063891,2.803606551,-0.15745734,2366.17282,3164.157481,4,6,7.53E-05,1.88E-05,3.77E-05,0,0,1.88E-05,0.000101099,0,1.88E-05,0,3.77E-05,0.044559046,1.88E-05,3.77E-05,0,1.88E-05,5.65E-05,0.053315295,3.77E-05,3.77E-05,0,3.77E-05,Rock_WA_2
7,Rock_WA_2,LW_Channel,2019,2023,59348.02559,57694.94539,10451.32885,8798.249113,1653.079738,2306.460154,2525.976421,4.432249679,5.101115414,0.668865736,1.659534673,1.719529666,0.059994993,2.803606551,3.048770592,0.245164042,3164.157481,4493.166413,6,9,0.000101099,0,1.68E-05,0,3.37E-05,5.05E-05,0.000155993,3.37E-05,3.37E-05,0,3.37E-05,0.053315295,3.37E-05,3.37E-05,0,3.37E-05,0.000117948,0.077877991,1.68E-05,3.37E-05,0,3.37E-05,Rock_WA_2
8,Rock_WA_2,no_LW_Channel,2006,2009,57809.38952,71138.18336,10390.83877,23719.63249,-13328.79372,2783.779272,2692.936121,5.497501422,4.169451825,-1.328049597,1.683195949,1.463892635,-0.219303313,3.870874024,3.744555677,-0.126318347,0,591.5797874,0,8,0,0,0,0,0,0,0.000112457,0,0,0.000138386,0,0,0,0,0,0,0,0.008315925,0,0,1.73E-05,1.73E-05,Rock_WA_2
9,Rock_WA_2,no_LW_Channel,2009,2011,71138.18336,58213.14771,19170.89678,6245.861505,12925.03527,2692.936121,1834.214107,4.169451825,2.774456295,-1.39499553,1.463892635,1.293729056,-0.170163579,3.744555677,2.550493787,-1.19406189,591.5797874,372.5295399,8,11,0.000112457,0,0,0.000112457,0,0,0.000188961,0,0,0.000154629,0,0.008315925,0,0,1.41E-05,1.41E-05,0,0.006399406,0,0,0,1.41E-05,Rock_WA_2
10,Rock_WA_2,no_LW_Channel,2011,2013,58213.14771,55576.35537,2803.76463,166.9722902,2636.79234,1834.214107,1643.788658,2.774456295,2.918750066,0.144293771,1.293729056,1.48388721,0.190158154,2.550493787,2.285705221,-0.264788566,372.5295399,0,11,10,0.000188961,0,0,0.000188961,0,0,0.000179933,0,3.44E-05,0.000137426,0,0.006399406,0,0,0,1.72E-05,0,0,0,0,0,0,Rock_WA_2
11,Rock_WA_2,no_LW_Channel,2013,2015,55576.35537,53579.4429,3539.375631,1542.463194,1996.912437,1643.788658,1489.403972,2.918750066,3.209986581,0.291236516,1.48388721,1.768457951,0.284570741,2.285705221,2.07103171,-0.214673511,0,0,10,6,0.000179933,0,3.60E-05,0.000143946,0,0,0.000111983,0,0,0.00010796,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WA_2
12,Rock_WA_2,no_LW_Channel,2015,2017,53579.4429,48195.05406,9162.442764,3778.053943,5384.388821,1489.403972,2025.411048,3.209986581,3.723764326,0.513777745,1.768457951,1.430787642,-0.337670309,2.07103171,2.816355122,0.745323412,0,226.8003229,6,7,0.000111983,0,0,0.000111983,0,0,0.000145243,1.87E-05,5.60E-05,5.60E-05,0,0,0,0,0,0,0,0.004705884,0,0,1.87E-05,0,Rock_WA_2
13,Rock_WA_2,no_LW_Channel,2017,2019,48195.05406,51178.60586,6049.000934,9032.551779,-2983.550844,2025.411048,1745.992118,3.723764326,3.868357508,0.144593183,1.430787642,1.776779288,0.345991646,2.816355122,2.427820196,-0.388534926,226.8003229,331.6913378,7,12,0.000145243,2.07E-05,6.22E-05,6.22E-05,0,0,0.000234473,0.000103745,0,0.000145243,0,0.004705884,0,0,2.07E-05,0,0,0.006481055,2.07E-05,0,2.07E-05,0,Rock_WA_2
14,Rock_WA_2,no_LW_Channel,2019,2023,51178.60586,45444.95905,11785.88667,6052.241287,5733.645385,1745.992118,1969.720173,3.868357508,4.332145178,0.463787669,1.776779288,1.662058324,-0.114720964,2.427820196,2.738916382,0.311096186,331.6913378,192.5829601,12,14,0.000234473,9.77E-05,0,0.000136776,0,0,0.000308065,5.86E-05,5.86E-05,0.000156315,0,0.006481055,1.95E-05,0,1.95E-05,0,0,0.004237719,0,0,0,1.95E-05,Rock_WA_2
1,Rock_WY,LW_Channel,2004,2006,20655.71202,21559.3934,6061.083418,6964.764785,-903.6813668,1712.749038,1725.08734,6.391608354,6.735154867,0.343546513,1.90125969,2.032168424,0.130908734,3.49038135,3.523883727,0.033502377,1543.002354,1329.525567,0,4,0,0,0,0,0,0,0.000185534,0,0,0,0,0.074701,0,4.84E-05,0,4.84E-05,9.68E-05,0.061668042,0,4.84E-05,0,4.84E-05,Rock_WY
2,Rock_WY,LW_Channel,2006,2009,21559.3934,21193.30334,6953.927431,6587.837266,366.0901657,1725.08734,1776.7541,6.735154867,6.590977215,-0.144177652,2.032168424,1.914373806,-0.117794618,3.523883727,3.640852469,0.116968742,1329.525567,1913.908037,4,1,0.000185534,0,0,0,0,0.000185534,4.72E-05,0,4.64E-05,0,0,0.061668042,0,4.64E-05,0,4.64E-05,9.28E-05,0.090307207,4.64E-05,0,0,0,Rock_WY
3,Rock_WY,LW_Channel,2009,2012,21193.30334,19068.82073,7846.476966,5721.994388,2124.482577,1776.7541,1995.872568,6.590977215,6.484443494,-0.106533721,1.914373806,1.590401406,-0.3239724,3.640852469,4.090753738,0.449901269,1913.908037,1968.882258,1,6,4.72E-05,0,4.72E-05,0,0,0,0.00031465,4.72E-05,0.000141554,0,0,0.090307207,4.72E-05,0,0,0,0.000141554,0.103251391,0,0,0,0,Rock_WY
4,Rock_WY,LW_Channel,2012,2015,19068.82073,25238.97719,4025.798322,10195.95492,-6170.1566,1995.872568,2252.692329,6.484443494,7.125882021,0.641438527,1.590401406,1.78146607,0.191064664,4.090753738,4.623896161,0.533142423,1968.882258,2124.207758,6,1,0.00031465,5.24E-05,0.000157325,0,0,0.000104883,3.96E-05,5.24E-05,0,0,0,0.103251391,0,0,0,0,0.000104883,0.084163781,0,5.24E-05,0,0,Rock_WY
5,Rock_WY,LW_Channel,2015,2017,25238.97719,25228.75619,5514.857169,5504.636041,10.22112783,2252.692329,2125.724622,7.125882021,7.275975043,0.150093023,1.78146607,1.927245542,0.145779472,4.623896161,4.363904289,-0.259991873,2124.207758,2364.660796,1,2,3.96E-05,3.96E-05,0,0,0,0,7.93E-05,3.96E-05,0,3.96E-05,0,0.084163781,0,3.96E-05,0,0,3.96E-05,0.09372879,0,0,0,0,Rock_WY
6,Rock_WY,LW_Channel,2017,2019,25228.75619,28597.24793,3735.971316,7104.462997,-3368.491681,2125.724622,1823.479887,7.275975043,5.417971914,-1.858003129,1.927245542,1.781159552,-0.14608599,4.363904289,3.739317612,-0.624586677,2364.660796,2007.647958,2,3,7.93E-05,3.96E-05,0,3.96E-05,0,0,0.000104905,0,0,0,0,0.09372879,0,0,0,0,3.96E-05,0.070204237,0,0,0,0,Rock_WY
7,Rock_WY,LW_Channel,2019,2022,28597.24793,28515.78561,1176.657945,1095.195563,81.46238182,1823.479887,1909.180994,5.417971914,5.660106887,0.242134973,1.781159552,1.77470075,-0.006458802,3.739317612,3.925109573,0.185791961,2007.647958,2720.698308,3,0,0.000104905,0,0,0,0,0.000104905,0,0,0,0,0,0.070204237,0,0,0,0,3.50E-05,0.095410253,0,0,0,0,Rock_WY
8,Rock_WY,no_LW_Channel,2004,2006,11770.37419,11450.47633,3229.684809,2909.786977,319.8978326,921.2413554,895.9031014,4.320541589,4.319703493,-0.000838096,1.803702184,1.828982737,0.025280552,1.867371547,1.810336008,-0.057035539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
9,Rock_WY,no_LW_Channel,2006,2009,11450.47633,8642.581421,3855.556982,1047.680908,2807.876074,895.9031014,955.6958377,4.319703493,4.227538571,-0.092164922,1.828982737,1.457788621,-0.371194116,1.810336008,1.9223224,0.111986391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
10,Rock_WY,no_LW_Channel,2009,2012,8642.581421,14251.92594,187.9725342,5797.294834,-5609.3223,955.6958377,985.5268844,4.227538571,4.047951824,-0.179586746,1.457788621,1.738235317,0.280446696,1.9223224,1.987244785,0.064922385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
11,Rock_WY,no_LW_Channel,2012,2015,14251.92594,12060.99607,2917.326209,726.3963772,2190.929832,985.5268844,1033.129296,4.047951824,4.706812895,0.658861071,1.738235317,1.773653489,0.035418172,1.987244785,2.079157499,0.091912714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
12,Rock_WY,no_LW_Channel,2015,2017,12060.99607,11755.71879,1101.659019,796.3817793,305.2772396,1033.129296,1032.597611,4.706812895,4.717070875,0.01025798,1.773653489,1.755782888,-0.017870601,2.079157499,2.078087489,-0.001070009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
13,Rock_WY,no_LW_Channel,2017,2019,11755.71879,12534.43388,773.2574659,1551.972412,-778.7149461,1032.597611,1033.609207,4.717070875,4.642036382,-0.075034493,1.755782888,1.782417612,0.026634724,2.078087489,2.080123311,0.002035822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
14,Rock_WY,no_LW_Channel,2019,2022,12534.43388,12298.67443,1049.992098,814.2327114,235.7593862,1033.609207,982.6027911,4.642036382,4.527379507,-0.114656876,1.782417612,1.81135257,0.028934958,2.080123311,1.97747365,-0.102649661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rock_WY
1,Skunk,LW_Channel,2004,2005,82602.978,83722.6549,4109.823434,5229.50029,-1119.676856,2007.133421,2045.994428,3.728510387,3.679814973,-0.048695415,1.892613351,1.844794365,-0.047818986,2.643713345,2.681429696,0.037716351,20603.2498,19027.58183,2,1,2.42E-05,0,1.21E-05,1.21E-05,0,0,1.19E-05,0,0,0,0,0.249425024,3.63E-05,1.21E-05,0,0,1.21E-05,0.227269212,0,0,1.21E-05,0,Skunk
2,Skunk,LW_Channel,2005,2007,83722.6549,88917.9223,6867.11427,12062.38179,-5195.267521,2045.994428,2038.072114,3.679814973,3.6485263,-0.031288672,1.844794365,1.89233281,0.047538445,2.681429696,2.641217326,-0.04021237,19027.58183,23931.51704,1,5,1.19E-05,0,0,0,0,1.19E-05,5.62E-05,2.39E-05,3.58E-05,0,0,0.227269212,0,0,1.19E-05,0,4.78E-05,0.269141658,1.19E-05,0,0,0,Skunk
3,Skunk,LW_Channel,2007,2008,88917.9223,102228.6364,8091.370148,21402.0847,-13310.71455,2038.072114,2371.224076,3.6485263,3.719312743,0.070786442,1.89233281,1.777793517,-0.114539294,2.641217326,3.115071896,0.47385457,23931.51704,12793.02443,5,0,5.62E-05,2.25E-05,3.37E-05,0,0,0,0,0,0,0,0,0.269141658,1.12E-05,0,0,0,1.12E-05,0.1251413,0,0,1.12E-05,1.12E-05,Skunk
4,Skunk,LW_Channel,2008,2009,102228.6364,102615.0325,12510.14686,12896.54302,-386.3961598,2371.224076,2287.498012,3.719312743,3.499908911,-0.219403831,1.777793517,1.737426502,-0.040367015,3.115071896,2.994041102,-0.121030794,12793.02443,16276.08112,0,1,0,0,0,0,0,0,9.75E-06,9.78E-06,0,0,0,0.1251413,0,0,9.78E-06,9.78E-06,9.78E-06,0.158613029,1.96E-05,3.91E-05,9.78E-06,9.78E-06,Skunk
5,Skunk,LW_Channel,2009,2011,102615.0325,109404.0593,7157.225543,13946.25258,-6789.02704,2287.498012,2808.001373,3.499908911,4.066938391,0.56702948,1.737426502,1.698212087,-0.039214414,2.994041102,3.669548164,0.675507062,16276.08112,8909.645771,1,11,9.75E-06,9.75E-06,0,0,0,0,0.000100545,1.95E-05,1.95E-05,4.87E-05,1.95E-05,0.158613029,1.95E-05,3.90E-05,9.75E-06,9.75E-06,0,0.081437982,3.90E-05,8.77E-05,4.87E-05,9.75E-06,Skunk
6,Skunk,LW_Channel,2011,2013,109404.0593,94147.19586,21074.72635,5817.862404,15256.86395,2808.001373,2608.254925,4.066938391,3.84273538,-0.224203011,1.698212087,1.602503806,-0.095708282,3.669548164,3.410954735,-0.258593429,8909.645771,10096.59348,11,13,0.000100545,1.83E-05,1.83E-05,4.57E-05,1.83E-05,0,0.000138082,9.14E-06,1.83E-05,9.14E-05,0,0.081437982,3.66E-05,8.23E-05,4.57E-05,9.14E-06,0,0.107242636,1.83E-05,6.40E-05,9.14E-06,2.74E-05,Skunk
7,Skunk,LW_Channel,2013,2014,94147.19586,72231.18983,23980.09813,2064.091933,21916.0062,2608.254925,2132.00895,3.84273538,3.801676783,-0.041058597,1.602503806,1.698843933,0.096340128,3.410954735,2.816078618,-0.594876117,10096.59348,4341.667581,13,10,0.000138082,1.06E-05,2.12E-05,0.000106217,0,0,0.000138444,0,1.06E-05,9.56E-05,0,0.107242636,2.12E-05,7.44E-05,1.06E-05,3.19E-05,0,0.060107934,3.19E-05,2.12E-05,2.12E-05,2.12E-05,Skunk
8,Skunk,LW_Channel,2014,2015,72231.18983,72941.69452,5147.700914,5858.205541,-710.5046269,2132.00895,2129.411263,3.801676783,3.811018224,0.009341441,1.698843933,1.713461437,0.014617504,2.816078618,2.828912278,0.012833659,4341.667581,4325.511477,10,1,0.000138444,0,1.38E-05,0.0001246,0,0,1.37E-05,0,1.38E-05,0,0,0.060107934,4.15E-05,2.77E-05,2.77E-05,2.77E-05,0,0.059300946,1.38E-05,1.38E-05,0,1.38E-05,Skunk
9,Skunk,LW_Channel,2015,2017,72941.69452,57585.70199,17424.37953,2068.387122,15355.9924,2129.411263,2251.99088,3.811018224,4.880775414,1.06975719,1.713461437,1.843675403,0.130213965,2.828912278,2.962574627,0.13366235,4325.511477,5675.908299,1,13,1.37E-05,0,1.37E-05,0,0,0,0.00022575,1.37E-05,1.37E-05,0.000150805,0,0.059300946,1.37E-05,1.37E-05,0,1.37E-05,1.37E-05,0.098564541,9.60E-05,0.000109677,4.11E-05,0,Skunk
10,Skunk,LW_Channel,2017,2019,57585.70199,67715.25109,2994.009566,13123.55863,-10129.54906,2251.99088,2167.221594,4.880775414,4.064400721,-0.816374694,1.843675403,1.729981182,-0.113694221,2.962574627,2.851057596,-0.111517032,5675.908299,8377.898785,13,9,0.00022575,1.74E-05,1.74E-05,0.00019102,0,0,0.000132909,0,1.74E-05,0.000104193,3.47E-05,0.098564541,0.000121558,0.000138923,5.21E-05,0,0,0.12372248,1.74E-05,3.47E-05,0,0,Skunk
11,Skunk,LW_Channel,2019,2021,67715.25109,55617.00188,14254.33765,2156.088442,12098.2492,2167.221594,1476.162867,4.064400721,3.048373729,-1.016026992,1.729981182,1.726404871,-0.003576311,2.851057596,1.939031795,-0.9120258,8377.898785,7055.787323,9,13,0.000132909,0,1.48E-05,8.86E-05,2.95E-05,0,0.000233741,2.95E-05,1.48E-05,7.38E-05,7.38E-05,0.12372248,1.48E-05,2.95E-05,0,0,1.48E-05,0.126863856,4.43E-05,2.95E-05,1.48E-05,1.48E-05,Skunk
12,Skunk,LW_Channel,2021,2023,55617.00188,54399.08531,5103.612777,3885.696284,1217.916493,1476.162867,1680.587911,3.048373729,3.267694534,0.219320805,1.726404871,1.607610918,-0.118793953,1.939031795,2.207556813,0.268525018,7055.787323,10055.82056,13,19,0.000233741,3.60E-05,1.80E-05,8.99E-05,8.99E-05,0,0.000349271,5.39E-05,3.60E-05,0.000143841,8.99E-05,0.126863856,5.39E-05,3.60E-05,1.80E-05,1.80E-05,1.80E-05,0.184852751,7.19E-05,5.39E-05,3.60E-05,3.60E-05,Skunk
13,Skunk,no_LW_Channel,2004,2005,49714.83064,45347.98872,5937.853516,1571.01175,4366.841766,1035.054459,1042.602467,2.763962849,2.898363187,0.134400338,2.110653367,2.098543634,-0.012109733,1.347218889,1.351630289,0.0044114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
14,Skunk,no_LW_Channel,2005,2007,45347.98872,48776.47567,1854.536415,5283.023278,-3428.486863,1042.602467,1048.949209,2.898363187,2.801453223,-0.096909964,2.098543634,2.090927893,-0.007615741,1.351630289,1.365462993,0.013832704,0,0,0,2,0,0,0,0,0,0,4.10E-05,0,2.21E-05,2.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
15,Skunk,no_LW_Channel,2007,2008,48776.47567,55518.8548,566.0545581,7308.433821,-6742.379263,1048.949209,1048.219002,2.801453223,2.636268255,-0.165184968,2.090927893,2.100693798,0.009765906,1.365462993,1.352162771,-0.013300222,0,0,2,0,4.10E-05,0,2.05E-05,2.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
16,Skunk,no_LW_Channel,2008,2009,55518.8548,53160.84137,4350.967057,1992.953732,2358.013325,1048.219002,1045.90969,2.636268255,2.696642568,0.060374313,2.100693798,2.10731789,0.006624092,1.352162771,1.349248327,-0.002914444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
17,Skunk,no_LW_Channel,2009,2011,53160.84137,60435.87516,1318.956437,8593.990135,-7275.033697,1045.90969,1060.739693,2.696642568,2.576671761,-0.119970806,2.10731789,2.116911085,0.009593195,1.349248327,1.37692379,0.027675463,0,1397.863435,0,12,0,0,0,0,0,0,0.000198558,9.41E-05,0,0.000131676,0,0,0,0,0,0,0,0.023129696,7.52E-05,0,3.76E-05,0,Skunk
18,Skunk,no_LW_Channel,2011,2013,60435.87516,59018.66657,3551.933515,2134.724839,1417.208676,1060.739693,1044.625151,2.576671761,2.604183229,0.027511468,2.116911085,2.146894425,0.02998334,1.37692379,1.354077281,-0.022846509,1397.863435,0,12,4,0.000198558,8.27E-05,0,0.000115825,0,0,6.78E-05,3.31E-05,1.65E-05,1.65E-05,0,0.023129696,6.62E-05,0,3.31E-05,0,0,0,0,0,0,0,Skunk
19,Skunk,no_LW_Channel,2013,2014,59018.66657,60267.63021,1580.56933,2829.532931,-1248.963601,1044.625151,1065.651475,2.604183229,2.588942967,-0.015240262,2.146894425,2.114239986,-0.032654439,1.354077281,1.381604658,0.027527377,0,0,4,0,6.78E-05,3.39E-05,1.69E-05,1.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
20,Skunk,no_LW_Channel,2014,2015,60267.63021,62404.5357,1227.260332,3364.165926,-2136.905594,1065.651475,1076.183845,2.588942967,2.566747065,-0.022195902,2.114239986,2.112076362,-0.002163624,1.381604658,1.382706819,0.001102161,0,0,0,5,0,0,0,0,0,0,8.01E-05,6.64E-05,0,1.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,Skunk
21,Skunk,no_LW_Channel,2015,2017,62404.5357,54116.9625,9350.533348,1062.960118,8287.573231,1076.183845,1084.161298,2.566747065,2.814368692,0.247621626,2.112076362,2.140714393,0.028638031,1.382706819,1.400559552,0.017852734,0,1235.548847,5,16,8.01E-05,6.41E-05,0,1.60E-05,0,0,0.000295656,0.000112171,6.41E-05,8.01E-05,0,0,0,0,0,0,0,0.022831083,6.41E-05,1.60E-05,8.01E-05,0,Skunk
22,Skunk,no_LW_Channel,2017,2019,54116.9625,60422.52527,1292.303443,7597.866184,-6305.562741,1084.161298,1084.666004,2.814368692,2.641779427,-0.172589264,2.140714393,2.12229081,-0.018423583,1.400559552,1.40121155,0.000651997,1235.548847,112.5371764,16,14,0.000295656,0.000129349,7.39E-05,9.24E-05,0,0,0.000231702,9.24E-05,1.85E-05,0.000147828,0,0.022831083,7.39E-05,1.85E-05,9.24E-05,0,0,0.001862504,1.85E-05,0,0,0,Skunk
23,Skunk,no_LW_Channel,2019,2021,60422.52527,49912.43497,10990.26526,480.1749771,10510.09028,1084.666004,1104.051277,2.641779427,2.950090573,0.308311145,2.12229081,2.116193695,-0.006097115,1.40121155,1.413263018,0.012051468,112.5371764,358.9292747,14,9,0.000231702,8.28E-05,1.66E-05,0.000132401,0,0,0.000180316,4.97E-05,3.31E-05,6.62E-05,0,0.001862504,1.66E-05,0,0,0,0,0.007191179,3.31E-05,0,1.66E-05,0,Skunk
24,Skunk,no_LW_Channel,2021,2023,49912.43497,50638.42467,1991.438171,2717.427989,-725.9898185,1104.051277,1113.943686,2.950090573,2.922943518,-0.027147054,2.116193695,2.093158966,-0.023034728,1.413263018,1.425925996,0.012662977,358.9292747,721.6064345,9,18,0.000180316,6.01E-05,4.01E-05,8.01E-05,0,0,0.000355461,0.000180316,0,0.000180316,0,0.007191179,4.01E-05,0,2.00E-05,0,0,0.014250175,4.01E-05,0,2.00E-05,0,Skunk
1,Snoqualmie,LW_Channel,2006,2009,27054.46602,23519.59076,7618.301053,4083.426291,3534.874761,1061.263942,1152.77313,3.635557427,4.263618954,0.628061528,1.997432058,2.01073275,0.013300693,2.355699072,2.550848694,0.195149622,1679.155003,1687.394794,0,1,0,0,0,0,0,0,4.25E-05,0,0,3.70E-05,0,0.062065723,7.39E-05,3.70E-05,0,0,3.70E-05,0.071744224,0,7.39E-05,0,0,Snoqualmie
2,Snoqualmie,LW_Channel,2009,2011,23519.59076,19843.08835,7233.991219,3557.488091,3676.503129,1152.77313,1235.300363,4.263618954,4.874561008,0.610942054,2.01073275,1.970482156,-0.040250595,2.550848694,2.725141756,0.174293062,1687.394794,3771.039493,1,0,4.25E-05,0,0,4.25E-05,0,0,0,0,0,0,0,0.071744224,0,8.50E-05,0,0,4.25E-05,0.190042972,0,4.25E-05,0,0,Snoqualmie
3,Snoqualmie,LW_Channel,2011,2013,19843.08835,18630.40894,1327.893249,115.2139165,1212.679332,1235.300363,1126.482665,4.874561008,5.01491475,0.140353742,1.970482156,2.154046963,0.183564808,2.725141756,2.497963001,-0.227178755,3771.039493,1794.708187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190042972,0,5.04E-05,0,0,0.000151186,0.096332195,0,0,0,0,Snoqualmie
4,Snoqualmie,LW_Channel,2013,2015,18630.40894,23671.29143,1972.171099,7013.053692,-5040.882592,1126.482665,1157.215665,5.01491475,4.120975921,-0.893938829,2.154046963,1.942234575,-0.211812388,2.497963001,2.560794142,0.062831141,1794.708187,4270.772035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096332195,0,0,0,0,0.000107351,0.1804199,0,0,0,0,Snoqualmie
5,Snoqualmie,LW_Channel,2015,2017,23671.29143,23198.69125,3855.099026,3382.498968,472.6000577,1157.215665,1151.565976,4.120975921,4.10772674,-0.013249181,1.942234575,1.925969453,-0.016265122,2.560794142,2.578317696,0.017523554,4270.772035,2370.58002,0,3,0,0,0,0,0,0,0.000129318,8.45E-05,4.22E-05,0,0,0.1804199,0,0,0,0,0.000168981,0.102185938,0,0,0,0,Snoqualmie
6,Snoqualmie,LW_Channel,2017,2019,23198.69125,22170.21298,4162.177108,3133.698738,1028.47837,1151.565976,1167.309188,4.10772674,4.114542225,0.006815485,1.925969453,1.860482049,-0.065487404,2.578317696,2.608524387,0.030206691,2370.58002,1365.120747,3,1,0.000129318,8.62E-05,4.31E-05,0,0,0,4.51E-05,0,4.31E-05,0,0,0.102185938,0,0,0,0,0.000129318,0.061574544,0,0,0,0,Snoqualmie
7,Snoqualmie,LW_Channel,2019,2023,22170.21298,23986.61618,1770.772563,3587.175778,-1816.403215,1167.309188,1166.774202,4.114542225,4.071444296,-0.043097929,1.860482049,1.915804126,0.055322076,2.608524387,2.570086055,-0.038438332,1365.120747,1222.647865,1,1,4.51E-05,0,4.51E-05,0,0,0,4.17E-05,0,4.51E-05,0,0,0.061574544,0,0,0,0,4.51E-05,0.050972086,0,0.000135317,0,0,Snoqualmie
8,Snoqualmie,no_LW_Channel,2006,2009,12611.99654,15251.76179,303.0975404,2942.862677,-2639.765137,494.3840044,493.0376511,2.388471987,2.105848307,-0.282623681,1.923324637,1.869872252,-0.053452385,1.89305976,1.896057115,0.002997356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
9,Snoqualmie,no_LW_Channel,2009,2011,15251.76179,15857.34264,2026.759355,2632.340239,-605.5808845,493.0376511,756.0752531,2.105848307,2.916884974,0.811036667,1.869872252,1.722163645,-0.147708608,1.896057115,2.853404153,0.957347038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
10,Snoqualmie,no_LW_Channel,2011,2013,15857.34264,15065.63318,2580.808533,1789.099133,791.7094002,756.0752531,640.0976914,2.916884974,2.562895418,-0.353989555,1.722163645,1.742140794,0.01997715,2.853404153,2.435589339,-0.417814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
11,Snoqualmie,no_LW_Channel,2013,2015,15065.63318,15288.27665,1659.128934,1881.772398,-222.6434642,640.0976914,625.1894347,2.562895418,2.567592404,0.004696985,1.742140794,1.800108367,0.057967573,2.435589339,2.363208445,-0.072380894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
12,Snoqualmie,no_LW_Channel,2015,2017,15288.27665,18024.44486,953.7436384,3689.911356,-2736.167717,625.1894347,606.5666012,2.567592404,2.35924023,-0.208352174,1.800108367,1.851098601,0.050990234,2.363208445,2.318305664,-0.044902781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
13,Snoqualmie,no_LW_Channel,2017,2019,18024.44486,15473.83033,3460.934414,910.3203956,2550.614019,606.5666012,665.2277116,2.35924023,2.596296301,0.237056071,1.851098601,1.72102734,-0.130071261,2.318305664,2.515436382,0.197130719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
14,Snoqualmie,no_LW_Channel,2019,2023,15473.83033,16334.84914,2217.227223,3078.246233,-861.019011,665.2277116,679.263869,2.596296301,2.736338241,0.14004194,1.72102734,1.825129822,0.104102482,2.515436382,2.568911488,0.053475106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snoqualmie
